Failed to open dir (No such file or directory): /run/user/1013/gvfs/
Blender 3.6.0 (hash c7fc78b81ecb built 2023-06-27 08:23:50)
Fra:1 Mem:15.41M (Peak 15.41M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | 9_mouth_right
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.10 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.10 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.10 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.10 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.10 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Images
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.10 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Images | Loading 9_mouth_right.jpg
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.57 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.57 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.57 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.57 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights | Computing distribution
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.57 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.57 | Mem:70.47M, Peak:70.47M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.57 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Film
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.57 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.57 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.57 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:87.50M (Peak 87.50M) | Time:00:00.57 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Sample 0/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:04.05 | Remaining:07:21.80 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 1/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:23.76 | Remaining:05:06.58 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 9/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:38.75 | Remaining:04:09.25 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 17/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:06.81 | Remaining:03:10.68 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 33/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:37.85 | Remaining:02:36.83 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 49/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:06.02 | Remaining:02:01.58 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 65/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:38.30 | Remaining:01:34.63 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 80/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:46.97 | Remaining:00:55.46 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 96/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:55.51 | Remaining:00:24.99 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 112/128
Fra:1 Mem:195.50M (Peak 243.50M) | Time:03:30.25 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 128/128
Fra:1 Mem:195.50M (Peak 243.50M) | Time:03:30.25 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Finished
Saved: '/home/wcc/lrm_data/3_9_mouth_right/rgba/139.png'
 Time: 03:30.72 (Saving: 00:00.45)

Fra:1 Mem:16.21M (Peak 16.21M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | 9_mouth_right
Fra:1 Mem:19.76M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Background
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:19.18M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.02 | Mem:1.50M, Peak:1.50M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.02 | Mem:1.50M, Peak:1.50M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.02 | Mem:3.09M, Peak:3.09M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.06 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.06 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Images
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Images | Loading 9_mouth_right.jpg
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.37 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.37 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.37 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.37 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights | Computing distribution
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.37 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.37 | Mem:70.47M, Peak:70.47M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Film
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:87.50M (Peak 87.50M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Sample 0/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:02.03 | Remaining:03:29.68 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 1/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:23.47 | Remaining:02:30.80 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 17/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:44.73 | Remaining:02:07.68 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 33/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:09.69 | Remaining:01:51.74 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 49/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:31.03 | Remaining:01:27.86 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 65/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:02.53 | Remaining:01:13.29 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 80/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:16.78 | Remaining:00:45.46 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 96/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:28.15 | Remaining:00:21.11 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 112/128
Fra:1 Mem:195.50M (Peak 243.50M) | Time:03:03.21 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 128/128
Fra:1 Mem:195.50M (Peak 243.50M) | Time:03:03.21 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Finished
Saved: '/home/wcc/lrm_data/3_9_mouth_right/rgba/140.png'
 Time: 03:03.63 (Saving: 00:00.40)

Fra:1 Mem:16.21M (Peak 16.21M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | 9_mouth_right
Fra:1 Mem:19.76M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Background
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:19.18M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.03 | Mem:1.50M, Peak:1.50M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.03 | Mem:1.50M, Peak:1.50M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.03 | Mem:3.09M, Peak:3.09M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.07 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.07 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Images
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Images | Loading 9_mouth_right.jpg
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.36 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.36 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.36 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.36 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights | Computing distribution
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.36 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.36 | Mem:70.47M, Peak:70.47M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Film
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:87.50M (Peak 87.50M) | Time:00:00.37 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Sample 0/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:01.74 | Remaining:02:53.88 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 1/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:22.70 | Remaining:02:25.82 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 17/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:43.13 | Remaining:02:03.11 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 33/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:05.42 | Remaining:01:44.88 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 49/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:28.09 | Remaining:01:25.02 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 65/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:55.48 | Remaining:01:09.06 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 80/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:06.67 | Remaining:00:42.10 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 96/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:15.76 | Remaining:00:19.34 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 112/128
Fra:1 Mem:195.50M (Peak 243.50M) | Time:02:47.46 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 128/128
Fra:1 Mem:195.50M (Peak 243.50M) | Time:02:47.46 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Finished
Saved: '/home/wcc/lrm_data/3_9_mouth_right/rgba/141.png'
 Time: 02:47.92 (Saving: 00:00.43)

Fra:1 Mem:16.21M (Peak 16.21M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | 9_mouth_right
Fra:1 Mem:19.76M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Initializing
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Waiting for render to start
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Scene
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Shaders
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Procedurals
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Background
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Camera
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes Flags
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Copying Transformations to device
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Objects | Applying Static Transformations
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:18.38M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Meshes
Fra:1 Mem:19.18M (Peak 20.95M) | Time:00:00.02 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Computing attributes
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.03 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.03 | Mem:1.50M, Peak:1.50M | Scene, ViewLayer | Updating Scene BVH | Building
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.03 | Mem:1.50M, Peak:1.50M | Scene, ViewLayer | Updating Scene BVH | Building BVH
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.03 | Mem:3.09M, Peak:3.09M | Scene, ViewLayer | Updating Scene BVH | Building BVH 0%
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.07 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:20.68M (Peak 20.95M) | Time:00:00.07 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Mesh | Computing normals
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:4.66M, Peak:6.26M | Scene, ViewLayer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Objects Flags
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Primitive Offsets
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Images
Fra:1 Mem:22.48M (Peak 22.48M) | Time:00:00.07 | Mem:6.46M, Peak:6.46M | Scene, ViewLayer | Updating Images | Loading 9_mouth_right.jpg
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.39 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Camera Volume
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.39 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.39 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.39 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights | Computing distribution
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.39 | Mem:70.46M, Peak:70.46M | Scene, ViewLayer | Updating Lights | Computing tree
Fra:1 Mem:86.49M (Peak 86.49M) | Time:00:00.39 | Mem:70.47M, Peak:70.47M | Scene, ViewLayer | Updating Integrator
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.40 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Film
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.40 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Lookup Tables
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.40 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Baking
Fra:1 Mem:87.49M (Peak 87.49M) | Time:00:00.40 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Updating Device | Writing constant memory
Fra:1 Mem:87.50M (Peak 87.50M) | Time:00:00.40 | Mem:71.47M, Peak:71.47M | Scene, ViewLayer | Sample 0/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:02.49 | Remaining:04:25.37 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 1/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:00:32.82 | Remaining:03:31.72 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 17/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:03.01 | Remaining:03:00.25 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 33/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:01:44.12 | Remaining:02:47.23 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 49/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:15.29 | Remaining:02:10.74 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 65/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:02:45.19 | Remaining:01:38.87 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 80/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:03:07.51 | Remaining:01:02.37 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 96/128
Fra:1 Mem:163.50M (Peak 163.50M) | Time:03:26.04 | Remaining:00:29.37 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 112/128
Fra:1 Mem:195.50M (Peak 243.50M) | Time:04:05.69 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Sample 128/128
Fra:1 Mem:195.50M (Peak 243.50M) | Time:04:05.69 | Mem:147.48M, Peak:147.48M | Scene, ViewLayer | Finished
Saved: '/home/wcc/lrm_data/3_9_mouth_right/rgba/142.png'
 Time: 04:06.16 (Saving: 00:00.45)

Fra:1 Mem:16.21M (Peak 16.21M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, ViewLayer | Synchronizing object | 9_mouth_right
